impl,fc,m,n,k,groups,ktile,best_ms,best_us,gflops,config,log
mxfp4_fp8,FC1,1,1024,4096,128,128,0.214287000,214.287000,5010.760000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _128> Stages=19",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC1_m1_n1024_k4096_g128_k128.log
mxfp4_fp8,FC1,1,1024,4096,128,256,0.201585000,201.585000,5326.500000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _256> Stages=10",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC1_m1_n1024_k4096_g128_k256.log
mxfp4_fp8,FC1,1,1024,4096,128,512,0.194801000,194.801000,5512.000000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _512> Stages=5",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC1_m1_n1024_k4096_g128_k512.log
mxfp4_fp8,FC1,2,1024,4096,128,128,0.213673000,213.673000,10050.300000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _128> Stages=19",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC1_m2_n1024_k4096_g128_k128.log
mxfp4_fp8,FC1,2,1024,4096,128,256,0.201248000,201.248000,10670.800000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _256> Stages=10",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC1_m2_n1024_k4096_g128_k256.log
mxfp4_fp8,FC1,2,1024,4096,128,512,0.193807000,193.807000,11080.500000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _512> Stages=5",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC1_m2_n1024_k4096_g128_k512.log
mxfp4_fp8,FC1,4,1024,4096,128,128,0.213637000,213.637000,20104.100000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _128> Stages=19",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC1_m4_n1024_k4096_g128_k128.log
mxfp4_fp8,FC1,4,1024,4096,128,256,0.202072000,202.072000,21254.700000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _256> Stages=10",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC1_m4_n1024_k4096_g128_k256.log
mxfp4_fp8,FC1,4,1024,4096,128,512,0.195323000,195.323000,21989.000000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _512> Stages=5",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC1_m4_n1024_k4096_g128_k512.log
mxfp4_fp8,FC1,8,1024,4096,128,128,0.214152000,214.152000,40111.500000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _128> Stages=19",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC1_m8_n1024_k4096_g128_k128.log
mxfp4_fp8,FC1,8,1024,4096,128,256,0.201392000,201.392000,42652.700000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _256> Stages=10",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC1_m8_n1024_k4096_g128_k256.log
mxfp4_fp8,FC1,8,1024,4096,128,512,0.194890000,194.890000,44075.700000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _512> Stages=5",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC1_m8_n1024_k4096_g128_k512.log
mxfp4_fp8,FC1,12,1024,4096,128,128,0.215019000,215.019000,59924.500000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _128> Stages=19",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC1_m12_n1024_k4096_g128_k128.log
mxfp4_fp8,FC1,12,1024,4096,128,256,0.203651000,203.651000,63269.500000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _256> Stages=10",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC1_m12_n1024_k4096_g128_k256.log
mxfp4_fp8,FC1,12,1024,4096,128,512,0.195231000,195.231000,65998.100000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _512> Stages=5",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC1_m12_n1024_k4096_g128_k512.log
mxfp4_fp8,FC1,18,1024,4096,128,128,0.266875000,266.875000,72421.000000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _32, _128> Stages=15",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC1_m18_n1024_k4096_g128_k128.log
mxfp4_fp8,FC1,18,1024,4096,128,256,0.250619000,250.619000,77118.600000,"KernelPtrArrayTmaWarpSpecializedPingpong Shape<_1,_1,_1> Shape< _64, _32, _256> Stages=12",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC1_m18_n1024_k4096_g128_k256.log
mxfp4_fp8,FC1,18,1024,4096,128,512,0.254958000,254.958000,75805.900000,"KernelPtrArrayTmaWarpSpecializedPingpong Shape<_1,_1,_1> Shape< _64, _32, _512> Stages=6",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC1_m18_n1024_k4096_g128_k512.log
mxfp4_fp8,FC1,22,1024,4096,128,128,0.269039000,269.039000,87802.700000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_2,_1,_1> Shape<_128, _32, _128> Stages=15",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC1_m22_n1024_k4096_g128_k128.log
mxfp4_fp8,FC1,22,1024,4096,128,256,0.250533000,250.533000,94288.100000,"KernelPtrArrayTmaWarpSpecializedPingpong Shape<_1,_1,_1> Shape< _64, _32, _256> Stages=12",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC1_m22_n1024_k4096_g128_k256.log
mxfp4_fp8,FC1,22,1024,4096,128,512,0.253641000,253.641000,93132.900000,"KernelPtrArrayTmaWarpSpecializedPingpong Shape<_1,_1,_1> Shape< _64, _32, _512> Stages=6",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC1_m22_n1024_k4096_g128_k512.log
mxfp4_fp8,FC2,1,4096,512,128,128,0.204311000,204.311000,2627.710000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _128> Stages=19",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC2_m1_n4096_k512_g128_k128.log
mxfp4_fp8,FC2,1,4096,512,128,256,0.209221000,209.221000,2566.050000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _256> Stages=10",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC2_m1_n4096_k512_g128_k256.log
mxfp4_fp8,FC2,1,4096,512,128,512,0.215035000,215.035000,2496.670000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _512> Stages=5",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC2_m1_n4096_k512_g128_k512.log
mxfp4_fp8,FC2,2,4096,512,128,128,0.203368000,203.368000,5279.800000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _128> Stages=19",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC2_m2_n4096_k512_g128_k128.log
mxfp4_fp8,FC2,2,4096,512,128,256,0.205153000,205.153000,5233.860000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _256> Stages=10",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC2_m2_n4096_k512_g128_k256.log
mxfp4_fp8,FC2,2,4096,512,128,512,0.216003000,216.003000,4970.950000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _512> Stages=5",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC2_m2_n4096_k512_g128_k512.log
mxfp4_fp8,FC2,4,4096,512,128,128,0.204614000,204.614000,10495.300000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _128> Stages=19",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC2_m4_n4096_k512_g128_k128.log
mxfp4_fp8,FC2,4,4096,512,128,256,0.208272000,208.272000,10311.000000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _256> Stages=10",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC2_m4_n4096_k512_g128_k256.log
mxfp4_fp8,FC2,4,4096,512,128,512,0.217945000,217.945000,9853.340000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _512> Stages=5",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC2_m4_n4096_k512_g128_k512.log
mxfp4_fp8,FC2,8,4096,512,128,128,0.203388000,203.388000,21117.200000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _128> Stages=19",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC2_m8_n4096_k512_g128_k128.log
mxfp4_fp8,FC2,8,4096,512,128,256,0.208152000,208.152000,20633.800000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _256> Stages=10",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC2_m8_n4096_k512_g128_k256.log
mxfp4_fp8,FC2,8,4096,512,128,512,0.217533000,217.533000,19743.900000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _512> Stages=5",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC2_m8_n4096_k512_g128_k512.log
mxfp4_fp8,FC2,12,4096,512,128,128,0.204218000,204.218000,31547.000000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _128> Stages=19",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC2_m12_n4096_k512_g128_k128.log
mxfp4_fp8,FC2,12,4096,512,128,256,0.206999000,206.999000,31123.100000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _256> Stages=10",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC2_m12_n4096_k512_g128_k256.log
mxfp4_fp8,FC2,12,4096,512,128,512,0.218742000,218.742000,29452.300000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _512> Stages=5",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC2_m12_n4096_k512_g128_k512.log
mxfp4_fp8,FC2,18,4096,512,128,128,0.235535000,235.535000,41028.600000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _32, _128> Stages=15",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC2_m18_n4096_k512_g128_k128.log
mxfp4_fp8,FC2,18,4096,512,128,256,0.234808000,234.808000,41155.600000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _32, _256> Stages=8",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC2_m18_n4096_k512_g128_k256.log
mxfp4_fp8,FC2,18,4096,512,128,512,0.312723000,312.723000,30901.800000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_2,_1,_1> Shape<_128, _32, _512> Stages=4",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC2_m18_n4096_k512_g128_k512.log
mxfp4_fp8,FC2,22,4096,512,128,128,0.234563000,234.563000,50354.000000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _32, _128> Stages=15",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC2_m22_n4096_k512_g128_k128.log
mxfp4_fp8,FC2,22,4096,512,128,256,0.236865000,236.865000,49864.600000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _32, _256> Stages=8",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC2_m22_n4096_k512_g128_k256.log
mxfp4_fp8,FC2,22,4096,512,128,512,0.311743000,311.743000,37887.500000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_2,_1,_1> Shape<_128, _32, _512> Stages=4",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_fp8_FC2_m22_n4096_k512_g128_k512.log
mxfp4_mxfp8,FC1,1,1024,4096,128,128,0.259328000,259.328000,4140.470000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _128> Stages=19",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC1_m1_n1024_k4096_g128_k128.log
mxfp4_mxfp8,FC1,1,1024,4096,128,256,0.235133000,235.133000,4566.520000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _256> Stages=9",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC1_m1_n1024_k4096_g128_k256.log
mxfp4_mxfp8,FC1,1,1024,4096,128,512,0.232660000,232.660000,4615.070000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _512> Stages=5",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC1_m1_n1024_k4096_g128_k512.log
mxfp4_mxfp8,FC1,2,1024,4096,128,128,0.259348000,259.348000,8280.330000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _128> Stages=19",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC1_m2_n1024_k4096_g128_k128.log
mxfp4_mxfp8,FC1,2,1024,4096,128,256,0.235317000,235.317000,9125.930000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _256> Stages=9",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC1_m2_n1024_k4096_g128_k256.log
mxfp4_mxfp8,FC1,2,1024,4096,128,512,0.232959000,232.959000,9218.280000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _512> Stages=5",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC1_m2_n1024_k4096_g128_k512.log
mxfp4_mxfp8,FC1,4,1024,4096,128,128,0.259458000,259.458000,16553.600000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _128> Stages=19",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC1_m4_n1024_k4096_g128_k128.log
mxfp4_mxfp8,FC1,4,1024,4096,128,256,0.235344000,235.344000,18249.800000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _256> Stages=9",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC1_m4_n1024_k4096_g128_k256.log
mxfp4_mxfp8,FC1,4,1024,4096,128,512,0.231854000,231.854000,18524.400000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _512> Stages=5",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC1_m4_n1024_k4096_g128_k512.log
mxfp4_mxfp8,FC1,8,1024,4096,128,128,0.259660000,259.660000,33081.500000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _128> Stages=19",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC1_m8_n1024_k4096_g128_k128.log
mxfp4_mxfp8,FC1,8,1024,4096,128,256,0.235134000,235.134000,36532.000000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _256> Stages=9",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC1_m8_n1024_k4096_g128_k256.log
mxfp4_mxfp8,FC1,8,1024,4096,128,512,0.232565000,232.565000,36935.600000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _512> Stages=5",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC1_m8_n1024_k4096_g128_k512.log
mxfp4_mxfp8,FC1,12,1024,4096,128,128,0.259813000,259.813000,49592.900000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _128> Stages=19",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC1_m12_n1024_k4096_g128_k128.log
mxfp4_mxfp8,FC1,12,1024,4096,128,256,0.236087000,236.087000,54576.800000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _256> Stages=9",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC1_m12_n1024_k4096_g128_k256.log
mxfp4_mxfp8,FC1,12,1024,4096,128,512,0.232212000,232.212000,55487.600000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _512> Stages=5",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC1_m12_n1024_k4096_g128_k512.log
mxfp4_mxfp8,FC1,18,1024,4096,128,128,0.333969000,333.969000,57871.800000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _32, _128> Stages=15",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC1_m18_n1024_k4096_g128_k128.log
mxfp4_mxfp8,FC1,18,1024,4096,128,256,0.316181000,316.181000,61127.500000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _32, _256> Stages=7",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC1_m18_n1024_k4096_g128_k256.log
mxfp4_mxfp8,FC1,18,1024,4096,128,512,0.310526000,310.526000,62240.700000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_2,_1,_1> Shape<_128, _32, _512> Stages=4",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC1_m18_n1024_k4096_g128_k512.log
mxfp4_mxfp8,FC1,22,1024,4096,128,128,0.334197000,334.197000,70683.700000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _32, _128> Stages=15",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC1_m22_n1024_k4096_g128_k128.log
mxfp4_mxfp8,FC1,22,1024,4096,128,256,0.318579000,318.579000,74149.100000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _32, _256> Stages=7",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC1_m22_n1024_k4096_g128_k256.log
mxfp4_mxfp8,FC1,22,1024,4096,128,512,0.311540000,311.540000,75824.400000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _32, _512> Stages=4",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC1_m22_n1024_k4096_g128_k512.log
mxfp4_mxfp8,FC2,1,4096,512,128,128,0.222778000,222.778000,2409.890000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _128> Stages=19",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC2_m1_n4096_k512_g128_k128.log
mxfp4_mxfp8,FC2,1,4096,512,128,256,0.223627000,223.627000,2400.740000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _256> Stages=9",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC2_m1_n4096_k512_g128_k256.log
mxfp4_mxfp8,FC2,1,4096,512,128,512,0.233104000,233.104000,2303.140000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _512> Stages=5",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC2_m1_n4096_k512_g128_k512.log
mxfp4_mxfp8,FC2,2,4096,512,128,128,0.224265000,224.265000,4787.830000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _128> Stages=19",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC2_m2_n4096_k512_g128_k128.log
mxfp4_mxfp8,FC2,2,4096,512,128,256,0.223204000,223.204000,4810.590000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _256> Stages=9",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC2_m2_n4096_k512_g128_k256.log
mxfp4_mxfp8,FC2,2,4096,512,128,512,0.232747000,232.747000,4613.350000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _512> Stages=5",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC2_m2_n4096_k512_g128_k512.log
mxfp4_mxfp8,FC2,4,4096,512,128,128,0.223200000,223.200000,9621.330000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _128> Stages=19",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC2_m4_n4096_k512_g128_k128.log
mxfp4_mxfp8,FC2,4,4096,512,128,256,0.224102000,224.102000,9582.600000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _256> Stages=9",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC2_m4_n4096_k512_g128_k256.log
mxfp4_mxfp8,FC2,4,4096,512,128,512,0.232006000,232.006000,9256.160000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _512> Stages=5",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC2_m4_n4096_k512_g128_k512.log
mxfp4_mxfp8,FC2,8,4096,512,128,128,0.223667000,223.667000,19202.500000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _128> Stages=19",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC2_m8_n4096_k512_g128_k128.log
mxfp4_mxfp8,FC2,8,4096,512,128,256,0.224753000,224.753000,19109.800000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _256> Stages=9",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC2_m8_n4096_k512_g128_k256.log
mxfp4_mxfp8,FC2,8,4096,512,128,512,0.232775000,232.775000,18451.200000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _512> Stages=5",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC2_m8_n4096_k512_g128_k512.log
mxfp4_mxfp8,FC2,12,4096,512,128,128,0.224432000,224.432000,28705.600000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _128> Stages=19",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC2_m12_n4096_k512_g128_k128.log
mxfp4_mxfp8,FC2,12,4096,512,128,256,0.222522000,222.522000,28952.000000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _256> Stages=9",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC2_m12_n4096_k512_g128_k256.log
mxfp4_mxfp8,FC2,12,4096,512,128,512,0.233511000,233.511000,27589.500000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _16, _512> Stages=5",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC2_m12_n4096_k512_g128_k512.log
mxfp4_mxfp8,FC2,18,4096,512,128,128,0.262028000,262.028000,36880.400000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _32, _128> Stages=15",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC2_m18_n4096_k512_g128_k128.log
mxfp4_mxfp8,FC2,18,4096,512,128,256,0.266872000,266.872000,36210.900000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _32, _256> Stages=7",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC2_m18_n4096_k512_g128_k256.log
mxfp4_mxfp8,FC2,18,4096,512,128,512,0.270504000,270.504000,35724.700000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_2,_1,_1> Shape<_128, _32, _512> Stages=4",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC2_m18_n4096_k512_g128_k512.log
mxfp4_mxfp8,FC2,22,4096,512,128,128,0.262848000,262.848000,44935.300000,"KernelPtrArrayTmaWarpSpecializedCooperative Shape<_1,_1,_1> Shape<_128, _32, _128> Stages=15",.claude/optimization-logs/2026-05-21-cmx-four-impl-best-configs-231136/mxfp4_mxfp8_FC2_m22_n4096_k512_g128_k128.log
